Id,Timestamp,HeartRate,Steps,Calories,Distance
1,2025-01-01T00:41:00Z,126.99726815054194,22,1.7780027095974678,0.024762109638654953
1,2025-01-01T00:42:00Z,128.23907779737843,26,1.7969796117356975,0.02527782791132273
1,2025-01-01T00:43:00Z,131.44909485572637,28,1.4909888277326613,0.03084729460656687
1,2025-01-01T00:44:00Z,131.4909351554927,24,1.4301985739721665,0.02241504350020991
1,2025-01-01T00:45:00Z,131.28308104300686,24,1.7502911785724848,0.01627945514825098
1,2025-01-01T00:46:00Z,132.24303815838348,26,1.724148125331485,0.014118816725534233
1,2025-01-01T00:47:00Z,131.93143624036702,27,1.6427386814397171,0.013627059189968786
1,2025-01-01T00:48:00Z,128.64737723142278,23,1.740522340672891,0.011929987672577233
1,2025-01-01T00:49:00Z,133.95414550801928,30,1.9807549809431426,0.02693243768359649
1,2025-01-01T00:50:00Z,134.51972300872725,26,1.3798141524536978,0.022468885987167852
1,2025-01-01T00:51:00Z,132.8482187148434,35,1.7746276803518957,0.022245722171864473
1,2025-01-01T00:52:00Z,128.0216652559417,20,1.4708512553715019,0.015073110161617484
1,2025-01-01T00:53:00Z,132.00207191118002,35,2.0715549489771092,0.0275794594974721
1,2025-01-01T00:54:00Z,130.5669755354058,25,1.723582392608818,0.027383937117760486
1,2025-01-01T00:55:00Z,128.03989558099033,19,1.6471335780886802,0.013442435632354538
1,2025-01-01T00:56:00Z,129.05128324779122,20,1.6856731806533385,0.015129908827865026
1,2025-01-01T00:57:00Z,128.7821141936728,24,1.588299314835646,0.025451183020393585
1,2025-01-01T00:58:00Z,129.85235430653003,30,1.6596835139782122,0.021669419518122488
1,2025-01-01T00:59:00Z,130.21462885547191,24,1.9897414023983426,0.01908617649350794
1,2025-01-01T01:00:00Z,131.82427775692707,21,1.484156544698085,0.021790344542774245
1,2025-01-01T01:01:00Z,134.34588453806262,32,1.6838725900949338,0.03584980346818197
1,2025-01-01T01:02:00Z,130.1806297859136,26,1.9207215557596522,0.015943073854240684
1,2025-01-01T01:03:00Z,132.88572669216614,26,1.540300828688444,0.021750094992798744
1,2025-01-01T01:04:00Z,128.60767110643084,21,1.482311849157387,0.017032819697254318
1,2025-01-01T01:05:00Z,129.8715288832696,24,1.8945510823342797,0.024047725069850586
1,2025-01-01T01:06:00Z,129.962154516458,17,1.4992006526347668,0.01892386607169142
1,2025-01-01T01:07:00Z,131.12858065319614,25,1.2100140382872593,0.020304833194005584
1,2025-01-01T01:08:00Z,130.17119085449764,27,1.841482508035175,0.023757826864343856
1,2025-01-01T01:09:00Z,134.44874634001988,33,2.084078679974789,0.020186648647126992
1,2025-01-01T01:10:00Z,132.685760482799,33,2.154814792736376,0.018086852989072026
1,2025-01-01T01:11:00Z,137.26206733914032,30,1.9087444015155715,0.025740061518306535
1,2025-01-01T01:12:00Z,131.8558399870833,23,1.2673599770141726,0.019768476362152072
1,2025-01-01T01:13:00Z,131.4805080503868,29,1.7075230552418805,0.03426027740167568
1,2025-01-01T01:14:00Z,130.73493499559905,24,1.6867477017026784,0.023512816918132156
1,2025-01-01T01:15:00Z,129.24544932354465,19,1.5690758464347083,0.019001210838310276
1,2025-01-01T01:16:00Z,131.78746359398139,31,1.900705474600226,0.02451056332309359
1,2025-01-01T01:17:00Z,132.1518074344907,32,1.7107209003935915,0.025432562375771954
1,2025-01-01T01:18:00Z,131.84951915727135,23,1.4831281278121693,0.015246340230145903
1,2025-01-01T01:19:00Z,128.45133110841698,25,1.593022438098936,0.020817081597430485
1,2025-01-01T01:20:00Z,130.72767821735843,32,1.863080916756258,0.026545644058403327
1,2025-01-01T01:21:00Z,133.0547800131352,27,2.1718764084885733,0.017473360214450277
1,2025-01-01T01:22:00Z,133.62093338059253,28,1.6729588389386558,0.02205618175491744
1,2025-01-01T01:23:00Z,133.78766038065388,25,1.5955835529613087,0.020763820533739475
1,2025-01-01T01:24:00Z,130.7570395401711,27,1.5325946892880515,0.015066620478123186
1,2025-01-01T01:25:00Z,129.50928569294072,25,1.745714586991675,0.02335249035498141
1,2025-01-01T01:26:00Z,131.46933698529986,22,1.7814211989756998,0.018977284843697956
1,2025-01-01T01:27:00Z,130.98301609401668,19,1.5874638177789746,0.02196680946971334
1,2025-01-01T01:28:00Z,129.38471302454874,24,1.8665056973536829,0.014840365650013938
1,2025-01-01T01:29:00Z,130.90990109471602,34,1.961970937641984,0.031342730724827184
1,2025-01-01T01:30:00Z,128.48636940512367,20,1.4302368606102158,0.010557400690214025
1,2025-01-01T01:31:00Z,133.22758878576207,26,1.7493284218676712,0.019583763857125774
1,2025-01-01T01:32:00Z,134.07067892451187,21,1.5470351398584439,0.018545407640534157
1,2025-01-01T01:33:00Z,135.7280525130129,29,2.1178301416801126,0.014977222321231469
1,2025-01-01T01:34:00Z,133.13176488936537,25,1.6947137829092296,0.014452906200502814
1,2025-01-01T01:35:00Z,134.93776466548888,37,2.594432671050318,0.024215855489407943
1,2025-01-01T01:36:00Z,133.85932642365154,35,2.010868636543091,0.026909126011468946
1,2025-01-01T01:37:00Z,133.77003924041972,31,2.209485882163152,0.02823809880619982
1,2025-01-01T01:38:00Z,131.7265066129354,27,1.90966973711159,0.01885231541041622
1,2025-01-01T01:39:00Z,132.15203799575667,34,2.1084026176357624,0.028405081470130565
1,2025-01-01T01:40:00Z,132.78699290720851,33,2.2569825170750946,0.02205364118062279
1,2025-01-01T01:41:00Z,132.18863089359107,29,1.7543288543278208,0.01820630672001998
1,2025-01-01T01:42:00Z,131.08943650017073,32,2.2553684557953106,0.016054236058603934
1,2025-01-01T01:43:00Z,129.39001473172235,27,1.4773685938665249,0.01784733279103855
1,2025-01-01T01:44:00Z,128.43116149335148,25,1.3122330801705864,0.021067092751432773
1,2025-01-01T01:45:00Z,131.6123715886874,36,2.2391911898830164,0.021532352174336005
1,2025-01-01T01:46:00Z,129.8921385426544,26,1.957656233726903,0.021065352077493334
1,2025-01-01T01:47:00Z,135.18585051427917,31,1.9605216317284837,0.02397691209125218
1,2025-01-01T01:48:00Z,132.71187181054924,26,1.6858426054031916,0.013070315379912385
1,2025-01-01T01:49:00Z,130.59263505196796,33,1.5757224298141572,0.025149674399634905
1,2025-01-01T01:50:00Z,135.35499368678444,36,2.3515791077757724,0.030472514236703253
1,2025-01-01T01:51:00Z,133.31941188844348,25,1.9401303449943772,0.017074942456833827
1,2025-01-01T01:52:00Z,129.65206363693198,28,1.784291383341386,0.02513057579164766
1,2025-01-01T01:53:00Z,130.63535070013745,28,1.8742014747435818,0.020382662606262456
1,2025-01-01T01:54:00Z,136.8494060897352,28,2.163668787176685,0.025970943007443084
1,2025-01-01T01:55:00Z,134.02666315517274,25,1.9128731829359826,0.03049015405065187
1,2025-01-01T01:56:00Z,134.43158029929322,24,1.518735499639343,0.01902292717541194
1,2025-01-01T01:57:00Z,133.79767719906064,33,1.562326334477516,0.02289822945566683
1,2025-01-01T01:58:00Z,131.58541812761123,22,1.7989059292989737,0.005293322624067561
1,2025-01-01T01:59:00Z,131.82229867322133,27,1.711767182877185,0.020181762737739743
1,2025-01-01T02:00:00Z,129.2326907399667,31,1.884879257792808,0.015175247848297204
1,2025-01-01T02:01:00Z,129.55569858481937,22,1.8123726893783862,0.0163819250906436
1,2025-01-01T02:02:00Z,128.82119704556985,22,1.5528823986607372,0.020412259865867477
1,2025-01-01T02:03:00Z,128.9808047211855,29,1.8555877055787269,0.029254549034631518
1,2025-01-01T02:04:00Z,131.33292006023078,33,2.1697199211075104,0.0204534104823949
1,2025-01-01T02:05:00Z,131.46154749675628,29,2.0758281438627524,0.027773874338598067
1,2025-01-01T02:06:00Z,129.6723561362816,30,1.7559692910113749,0.02300937834974392
1,2025-01-01T02:07:00Z,132.0661216651316,25,1.505837382216181,0.024181038519724186
1,2025-01-01T02:08:00Z,136.11686821919102,28,1.6142045203986337,0.021960343341114744
1,2025-01-01T02:09:00Z,139.1249950939201,40,1.8560399326557095,0.030215466719388066
1,2025-01-01T02:10:00Z,136.5724693947908,29,2.189482648465285,0.02153207303345059
1,2025-01-01T02:11:00Z,132.07315655896355,31,2.5758138990960115,0.029402262833862602
1,2025-01-01T02:12:00Z,127.8277583895553,27,1.8840470569244125,0.012094996766601968
1,2025-01-01T02:13:00Z,128.1654840650731,24,1.650414078688172,0.025394510743159904
1,2025-01-01T02:14:00Z,133.0071365700385,31,1.9170786180493873,0.02127381451487429
1,2025-01-01T02:15:00Z,132.36782552403272,24,1.6743132962906218,0.01746085959694866
1,2025-01-01T02:16:00Z,135.3101068591162,38,2.2427629052233184,0.03731186580286514
1,2025-01-01T02:17:00Z,129.932521857244,27,1.8263087600857975,0.028480395556823846
1,2025-01-01T02:18:00Z,132.6665940789833,31,1.8986419366095524,0.029188919303671762
1,2025-01-01T02:19:00Z,134.3547321564637,31,2.228562223445862,0.0171725309991515
1,2025-01-01T02:20:00Z,133.51188939213156,22,1.7775432514237162,0.01804821148000362
1,2025-01-01T02:21:00Z,133.83789174454333,30,1.5862600327027818,0.013960884079919548
1,2025-01-01T02:22:00Z,131.57611573806892,30,1.7857963212883838,0.022444657700731795
1,2025-01-01T02:23:00Z,131.1488582605357,29,1.6837389858000262,0.013284952602649343
1,2025-01-01T02:24:00Z,132.41308926084952,35,2.425465913259934,0.028013030979785834
1,2025-01-01T02:25:00Z,129.73195011974013,35,2.060714203309303,0.025825507955449814
1,2025-01-01T02:26:00Z,131.76288980017944,24,1.8012617024138546,0.011901730161101215
1,2025-01-01T02:27:00Z,130.45578543235533,23,1.6512858883773012,0.018388320214431618
1,2025-01-01T02:28:00Z,130.9308215844841,31,2.049702226280216,0.024168937813508606
1,2025-01-01T02:29:00Z,127.3249176390099,31,1.843271611680546,0.032487062095501354
1,2025-01-01T02:30:00Z,132.63776540678427,35,2.0003034133620132,0.030111601929161968
1,2025-01-01T02:31:00Z,129.87293083280903,34,1.887895628190859,0.03502034746645918
1,2025-01-01T02:32:00Z,128.0048377191646,34,1.9176794453127601,0.017613174872772995
1,2025-01-01T02:33:00Z,132.46398844863887,31,2.3747068603816133,0.026166880320722327
1,2025-01-01T02:34:00Z,133.73789715529807,34,1.889076944424359,0.03196980489239698
1,2025-01-01T02:35:00Z,131.81579890420278,31,2.1302226468620495,0.028537259958201385
1,2025-01-01T02:36:00Z,131.44248908553226,32,1.7815664091908845,0.028754092050458868
1,2025-01-01T02:37:00Z,133.05226977819208,32,2.033599809039269,0.024248062551690455
1,2025-01-01T02:38:00Z,135.91154030256226,33,1.9438600019685177,0.032261212541512256
1,2025-01-01T02:39:00Z,131.5291456751986,27,1.6545261586549973,0.024167692894543902
1,2025-01-01T02:40:00Z,127.50832250190264,28,2.0005865398207234,0.019532615745094482
1,2025-01-01T02:41:00Z,124.31829589211551,33,1.6694919552411494,0.019626998712730753
1,2025-01-01T02:42:00Z,130.64873239250423,34,2.0702194177694686,0.02951146732970665
1,2025-01-01T02:43:00Z,133.93109570789147,30,1.6788848188599943,0.02681887826165437
1,2025-01-01T02:44:00Z,128.78618116729854,22,1.5386021529761926,0.016138774671717114
1,2025-01-01T02:45:00Z,131.100106610904,33,1.8701636194205762,0.03268453321985818
1,2025-01-01T02:46:00Z,134.5035058238665,34,2.3322196136421214,0.02852812376798595
1,2025-01-01T02:47:00Z,134.88802532401746,31,1.6276652948355264,0.02491201129956813
1,2025-01-01T02:48:00Z,135.13680939942765,32,1.9252223308243461,0.019511502556658
1,2025-01-01T02:49:00Z,130.10278336933416,25,1.4996353115148868,0.022974638592027505
1,2025-01-01T02:50:00Z,133.61078450833264,31,1.9305544370687189,0.018158951569872177
1,2025-01-01T02:51:00Z,131.0552780618647,27,2.0499956632673344,0.01922483160193933
1,2025-01-01T02:52:00Z,129.77231026406488,30,1.8283886008043089,0.022216994611761343
1,2025-01-01T02:53:00Z,126.93324127221464,24,1.8426573237374066,0.015168983292687614
1,2025-01-01T02:54:00Z,128.28474633757196,27,1.6498129026525326,0.010636071571649664
1,2025-01-01T02:55:00Z,128.34068574278433,31,1.9889384712971374,0.02676370632710363
1,2025-01-01T02:56:00Z,127.35066149541747,28,1.6383302389142314,0.019222842589831167
1,2025-01-01T02:57:00Z,127.95764841095139,24,1.845976232515187,0.017837392149106873
1,2025-01-01T02:58:00Z,133.07339759780717,38,2.128321566918525,0.027714681076955405
1,2025-01-01T02:59:00Z,130.7043935706668,27,2.084581556295901,0.019711638196768896
1,2025-01-01T03:00:00Z,129.44017769515557,24,1.7857280717182171,0.026532553137200827
1,2025-01-01T03:01:00Z,132.24784204891014,31,1.996665771035146,0.031910966201547715
1,2025-01-01T03:02:00Z,131.2070667687195,24,1.5806196450666519,0.015469347715327195
1,2025-01-01T03:03:00Z,130.85084004403765,30,1.973587500218353,0.020713285426513767
1,2025-01-01T03:04:00Z,133.96774877014136,33,1.970078648710306,0.023128550606964525
1,2025-01-01T03:05:00Z,130.6476724051774,30,1.716693066595691,0.032548442806308184
1,2025-01-01T03:06:00Z,128.45817095138318,21,1.1793735102863565,0.0200556298477335
1,2025-01-01T03:07:00Z,126.6129651258022,28,1.897925394525809,0.02006757969104618
1,2025-01-01T03:08:00Z,122.75092744134663,20,1.5318600163538039,0.0168736276366566
1,2025-01-01T03:09:00Z,127.90489175782123,31,2.014461271494723,0.031273686816033576
1,2025-01-01T03:10:00Z,129.793017184153,30,2.020920725345161,0.023904296154155343
1,2025-01-01T03:11:00Z,129.89745068825403,30,2.0488346728096776,0.021843546982361538
1,2025-01-01T03:12:00Z,133.04346979549737,25,1.5584485433456252,0.02163399985669319
1,2025-01-01T03:13:00Z,133.13790778146966,24,1.6823119147481074,0.014049994192720409
1,2025-01-01T03:14:00Z,130.06039584818595,28,1.8758007933080842,0.024140140938645884
1,2025-01-01T03:15:00Z,128.36370853708036,29,1.8243314765810943,0.026576777812137697
1,2025-01-01T03:16:00Z,127.46126260858902,23,1.8431733153232215,0.015459510693585114
1,2025-01-01T03:17:00Z,130.24969421583012,30,1.835920240062792,0.03333190748469394
1,2025-01-01T03:18:00Z,131.22232650806995,30,2.0862149818670708,0.023700266253701894
1,2025-01-01T03:19:00Z,130.63938211362938,24,1.2614057139038655,0.013163965749678291
1,2025-01-01T03:20:00Z,130.55445147869287,24,1.8577615504684126,0.02282541508837432
1,2025-01-01T03:21:00Z,129.97141996627198,28,1.5668620278822634,0.020855311956614202
1,2025-01-01T03:22:00Z,129.12913291274126,32,2.2217259073497395,0.02810520154947249
1,2025-01-01T03:23:00Z,127.55159726995137,37,2.3120706064904244,0.030717606079372295
1,2025-01-01T03:24:00Z,126.21599023505911,24,1.7062853865579526,0.02300652950782635
1,2025-01-01T03:25:00Z,131.5888698310067,45,1.839235029809834,0.03482033025332968
1,2025-01-01T03:26:00Z,129.04584956393182,25,1.6862018578347702,0.023711975787861578
1,2025-01-01T03:27:00Z,128.09672347722275,18,1.5587535805620436,0.014390900939986023
1,2025-01-01T03:28:00Z,126.42689107334085,32,1.9573664594095674,0.029480235152381518
1,2025-01-01T03:29:00Z,129.7029947325057,23,1.7597599143171438,0.016635507589515378
1,2025-01-01T03:30:00Z,127.42541697882125,24,1.8647805464993692,0.01585583629504818
1,2025-01-01T03:31:00Z,127.58469666775574,27,1.819955864633748,0.015461590192372324
1,2025-01-01T03:32:00Z,126.12729405966765,22,1.8633547955519545,0.02121806312029432
1,2025-01-01T03:33:00Z,130.10604190906344,31,1.8788837153800955,0.019233041214266652
1,2025-01-01T03:34:00Z,132.82913091873928,27,1.9860359802383045,0.020625681966120493
1,2025-01-01T03:35:00Z,132.17278224683088,26,1.8239096021746588,0.022651472106822793
1,2025-01-01T03:36:00Z,134.6164538540531,29,1.8674006915137313,0.02274567496961255
1,2025-01-01T03:37:00Z,134.19782367364343,33,1.8680223657196189,0.033382186106097264
1,2025-01-01T03:38:00Z,132.30079102591392,25,1.7839604519117067,0.01921406256289578
1,2025-01-01T03:39:00Z,132.67313737401952,23,1.5260349449493602,0.02521459484512713
1,2025-01-01T03:40:00Z,134.9546530112676,24,1.5399815769127356,0.027816665663984153
1,2025-01-01T03:41:00Z,132.7365843343274,24,1.4595389474773786,0.0323174758340934
1,2025-01-01T03:42:00Z,131.78484769649108,29,1.8852273269900561,0.030224300931606666
1,2025-01-01T03:43:00Z,130.82542983609977,35,2.0058689097730915,0.0305257294313657
1,2025-01-01T03:44:00Z,133.77766664429515,29,2.1101336321783855,0.02238297042617132
1,2025-01-01T03:45:00Z,135.28179104156055,41,2.418384843466185,0.03155692981360221
1,2025-01-01T03:46:00Z,132.8026719991785,25,2.185733573490313,0.005206101904349381
1,2025-01-01T03:47:00Z,132.43375909210474,28,1.8826896652625305,0.01461090193683839
1,2025-01-01T03:48:00Z,134.04778810101226,28,2.09172442504272,0.02501758890454482
1,2025-01-01T03:49:00Z,132.16832855171282,23,1.6651188840289135,0.01935868914524984
1,2025-01-01T03:50:00Z,127.65554432713769,24,2.0158343841704265,0.016141164891786144
1,2025-01-01T03:51:00Z,127.73525056815225,29,2.0029110894578968,0.027920635354974688
1,2025-01-01T03:52:00Z,129.76301874895344,26,1.5143127062921846,0.02502381871049459
1,2025-01-01T03:53:00Z,131.64082551622042,32,2.081654910676136,0.022562260060977567
1,2025-01-01T03:54:00Z,127.66893850656356,18,1.640589251537819,0.019244495767392497
1,2025-01-01T03:55:00Z,129.51643704435358,16,1.1754344836829973,0.007234408960569646
1,2025-01-01T03:56:00Z,125.79191982345702,27,1.5624410828013868,0.024378495594490127
1,2025-01-01T03:57:00Z,130.70683659601067,26,2.002571385517289,0.019091633814954573
1,2025-01-01T03:58:00Z,130.72450735931403,36,1.8464329545053104,0.023038561875089916
1,2025-01-01T03:59:00Z,133.76119877037863,29,2.0370157854097166,0.02924568487045766
1,2025-01-01T04:00:00Z,131.50432226790852,32,2.1479602047028594,0.026416873467033832
1,2025-01-01T04:01:00Z,133.7641207810835,23,1.7715194011227477,0.026817681696258963
1,2025-01-01T04:02:00Z,128.15384096050326,17,1.3432003969543072,0.020695662581665948
1,2025-01-01T04:03:00Z,131.5459296051671,18,1.6599622177394855,0.023064823526935258
1,2025-01-01T04:04:00Z,131.53679093926362,29,2.013933151203957,0.02600046692877592
1,2025-01-01T04:05:00Z,129.5881979172555,9,1.422140648951951,0.005243865738783949
1,2025-01-01T04:06:00Z,129.75685385173855,23,1.3630845260996272,0.024626213260152414
1,2025-01-01T04:07:00Z,135.20607679973898,44,2.5031183826653822,0.04044253258713122
1,2025-01-01T04:08:00Z,134.31325945954825,23,1.6159140674594448,0.023699129691668232
1,2025-01-01T04:09:00Z,130.22294763840887,29,1.6726865128920922,0.03162310905871991
1,2025-01-01T04:10:00Z,131.85294065202163,24,2.185011698743026,0.02182061090575546
1,2025-01-01T04:11:00Z,131.8569731721711,28,1.6408133206915685,0.019412585434759773
1,2025-01-01T04:12:00Z,127.53157461015512,11,1.1604171546842903,0.01279292256111723
1,2025-01-01T04:13:00Z,129.82339377583276,24,1.8939038613297527,0.016478223576505118
1,2025-01-01T04:14:00Z,128.68049385240613,18,1.2944974733331434,0.0060294724212778435
1,2025-01-01T04:15:00Z,131.84775588173062,24,2.0083743280564117,0.01899108948307318
1,2025-01-01T04:16:00Z,131.23409142249335,35,1.9518123532583715,0.02994219537472306
1,2025-01-01T04:17:00Z,131.9946324344044,29,1.6540479337432277,0.01806763061878187
1,2025-01-01T04:18:00Z,130.14002857948856,26,1.8325246353422444,0.02114667456395627
1,2025-01-01T04:19:00Z,127.43303549184569,25,2.074031748871163,0.019910524383382647
1,2025-01-01T04:20:00Z,125.39434990627788,21,1.4096370255017787,0.01229954928496251
1,2025-01-01T04:21:00Z,124.59597408235672,12,1.4938131498381146,0.012900207546153885
1,2025-01-01T04:22:00Z,126.95111418893711,21,1.467563673534117,0.018793671680092067
1,2025-01-01T04:23:00Z,129.7378249834404,27,1.8109675887448198,0.024694919575482595
1,2025-01-01T04:24:00Z,128.35884326731116,28,1.9391922561344015,0.030709428704728894
1,2025-01-01T04:25:00Z,130.7415847110824,32,1.8931582686689852,0.025275096280907797
1,2025-01-01T04:26:00Z,129.8535586596218,22,1.1492386099468068,0.01603533732440493
1,2025-01-01T04:27:00Z,131.022262941884,16,1.589987931939676,0.00981363153703339
1,2025-01-01T04:28:00Z,131.22629768734453,26,1.6222434384435056,0.021638661103357645
1,2025-01-01T04:29:00Z,128.81381719751514,29,1.8386255234890267,0.013033121457764568
1,2025-01-01T04:30:00Z,127.17817151481786,20,1.685253058907238,0.014575818684576232
1,2025-01-01T04:31:00Z,126.79324361152315,20,1.6307389914437744,0.01174283862110906
1,2025-01-01T04:32:00Z,124.5616308656968,19,1.2923492517161164,0.01997592294431699
1,2025-01-01T04:33:00Z,127.59944250968253,24,1.606362830286326,0.013907746656080845
1,2025-01-01T04:34:00Z,128.72278661582465,26,2.0329333538568295,0.022426124980341328
1,2025-01-01T04:35:00Z,130.69116548216337,37,1.9799431143024169,0.02458408385843319
1,2025-01-01T04:36:00Z,129.7340814477277,23,1.8100860338627145,0.020479225297993408
1,2025-01-01T04:37:00Z,127.21828153841514,19,1.7954654668644323,0.019781408107242267
1,2025-01-01T04:38:00Z,129.30839883808247,27,1.9000171583289225,0.026826108030525188
1,2025-01-01T04:39:00Z,129.3086179904982,18,1.7004998804839315,0.010756417345152772
1,2025-01-01T04:40:00Z,133.76063101308526,32,1.6762343959458337,0.033409554005844465
1,2025-01-01T04:41:00Z,129.9395802020344,21,1.5797454449041441,0.013370761568537514
1,2025-01-01T04:42:00Z,129.8819833463243,26,1.600208198949577,0.01984835056043609
1,2025-01-01T04:43:00Z,128.4383281933752,22,1.6962893431444712,0.025582871045931578
1,2025-01-01T04:44:00Z,128.4907400626725,19,1.7284568699304583,0.017102361498805133
1,2025-01-01T04:45:00Z,130.35320578913144,26,1.4976139595842222,0.026116478961455577
1,2025-01-01T04:46:00Z,129.60742382826984,27,1.6902964573196968,0.012390299748269317
1,2025-01-01T04:47:00Z,127.97236422072564,18,1.9845524894808755,0.012332667118119103
1,2025-01-01T04:48:00Z,134.85360123625946,28,1.9640693053160485,0.025765333259394996
1,2025-01-01T04:49:00Z,129.10875668362112,23,2.071035107506852,0.019668592006565417
1,2025-01-01T04:50:00Z,126.8383231091632,11,1.459936710233545,0.0038037506761572143
1,2025-01-01T04:51:00Z,125.77000825036339,31,1.9994365354674413,0.02336451276925106
1,2025-01-01T04:52:00Z,127.45191882041597,18,1.4248764058546755,0.017821028663351782
1,2025-01-01T04:53:00Z,128.18641385598846,22,1.696048746925024,0.0161593837584575
1,2025-01-01T04:54:00Z,126.4691595062266,23,1.779831685482685,0.02753813829215195
1,2025-01-01T04:55:00Z,128.48048529713108,29,2.0043024920288786,0.015473357281427836
1,2025-01-01T04:56:00Z,127.05203854936565,19,1.3833999096760494,0.007510567578858708
1,2025-01-01T04:57:00Z,128.2090243848739,19,1.5052910647439546,0.004894431905419074
1,2025-01-01T04:58:00Z,129.5055248280977,25,1.907928574764937,0.023853702535197724
1,2025-01-01T04:59:00Z,131.228438253998,29,1.6947089032118496,0.017066976531394454
1,2025-01-01T05:00:00Z,131.0608383754051,24,1.5706967096526463,0.019383030602159623
1,2025-01-01T05:01:00Z,125.27280414233772,23,1.8653112991590723,0.023066939937848183
1,2025-01-01T05:02:00Z,126.40715326681291,30,1.9912005292554422,0.02114819827127174
1,2025-01-01T05:03:00Z,128.28294552600147,26,1.8456192030968268,0.026190449800239112
1,2025-01-01T05:04:00Z,128.92330169316642,20,2.048284512137655,0.005820035145720843
1,2025-01-01T05:05:00Z,128.50883808062832,23,1.7777391199082795,0.02119070451023285
1,2025-01-01T05:06:00Z,129.41612993907412,27,1.3191445530125228,0.017572168702727164
1,2025-01-01T05:07:00Z,125.89102969479237,21,1.7112959015525833,0.01999669997822155
1,2025-01-01T05:08:00Z,126.91837937853106,21,1.734833604400077,0.023431679357853948
1,2025-01-01T05:09:00Z,129.37961794390776,28,1.783694380214364,0.022150509305447468
1,2025-01-01T05:10:00Z,128.27852184134957,18,1.6831876097552378,0.007671063484183945
1,2025-01-01T05:11:00Z,129.8437002845666,18,1.4305852518300635,0.020157226935222164
